gene_id	log2FoldChange	pvalue	padj	A	B	C	D	E	F	A.readCount	B.readCount	C.readCount	D.readCount	E.readCount	F.readCount	A.fpkm	B.fpkm	C.fpkm	D.fpkm	E.fpkm	F.fpkm
1110051M20Rik	0.270401893549476	0.658022020970433	0.897082553229485	17.8175700204554	28.012046201257	35.0491829443573	54.0573266944045	21.3167316992163	22.7348446382161	22	26	34	42	25	23	0.399183351686192	0.531824570568731	0.664790005021646	0.967790826938488	0.444840888399825	0.436852934907194
1110059E24Rik	-0.000883924683222208	0.998075432895299	0.999806856585555	281.031672595364	169.149663599898	283.486038520537	308.899009682311	186.734569685135	239.210104454274	347	157	275	240	219	242	10.2354160824973	5.22060686577007	8.74106894531179	8.99020801174924	6.33483187434697	7.47221011255627
1110059G10Rik	0.0289059657785785	0.953840402422187	0.990673769257521	116.624094679344	142.215003790997	138.135015133643	236.822574089772	70.7715492413981	98.8471506009397	144	132	134	184	83	100	3.17334082913577	3.27924201144492	3.1821075246056	5.14937502035658	1.79368952139472	2.30681044757793
1110065P20Rik	1.15440797653093	0.00289160592593387	0.0864934410654934	53.4527100613661	73.2622746802107	49.4811994508574	131.282079114982	161.154491646075	98.8471506009397	66	68	48	102	189	100	3.50422890663018	4.07007821891883	2.74628493409068	6.87750912898817	9.84068403494447	5.55784223247987
1190002N15Rik	-0.69704992333285	0.156839606980352	0.559638106670144	559.633676551576	1008.43366324525	1215.38196151168	303.750692854273	955.842249392858	455.685364270332	691	936	1179	236	1121	461	12.9569771131631	19.7854896947383	23.8229354563482	5.61979040815459	20.6132375466157	9.04865962151049
1190005I06Rik	3.25308978467441	0.411484553397861	1	0	0	0	5.14831682803852	0	0	0	0	0	4	0	0	0	0	0	0.393145460074927	0	0
1190007I07Rik	0.956948427017573	0.107400671125774	0.479198316931901	56.6922682469035	42.0180693018855	38.1417579100359	29.6028217612215	90.3829424046771	145.305311383381	70	39	37	23	106	147	4.33138341728611	2.72043596123002	2.46709650642388	1.80733599033192	6.43204991423549	9.52146129827472
1300017J02Rik	0.0539189048170195	0.848622226554646	0.959442012720575	4637.4275425967	7291.75110346567	5685.18364523913	5975.90875814571	5543.2029110642	6765.09898712831	5726	6768	5515	4643	6501	6844	185.685496825833	247.418574823397	192.720530219796	191.208764576334	206.738688833958	232.324132108291
1500009C09Rik	-1.90715717630461	0.635751923500264	1	0	2.15477278471208	0	0	0	0	0	2	0	0	0	0	0	0.0877063630034566	0	0	0	0
1500009L16Rik	-1.55042756136195	0.702512478301344	1	1.61977909276867	0	0	0	0	0	2	0	0	0	0	0	0.124064751148396	0	0	0	0	0
